Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
9000,565753372833902120,20250612050654,115783949,41.41059,2.1753,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2017-02-10,"L'Hospitalet de Llobregat, Spain",within a few hours,99%,62%,f,41.0,100.0,t,t,6,1.0,1 bath,3.0,6.0,"[""Bed linens"", ""Oven"", ""Hot water"", ""Room-darkening shades"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Toaster"", ""Bathtub"", ""Dining table"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Refrigerator"", ""Blender"", ""TV"", ""Heating"", ""Freezer"", ""Essentials""]",$70.00,31,62,31.0,31.0,62.0,62.0,31.0,62.0,t,29,59,89,269,192,1,0,0,0,0.04,5.0,5.0,5.0,4.0,5.0
9200,598990369105941110,20250612050654,450924555,41.3807,2.17771,el Barri Gòtic,Ciutat Vella,Entire rental unit,Entire home/apt,2022-03-23,,within a day,100%,98%,f,10.0,10.0,t,t,3,1.0,1 bath,2.0,2.0,"[""Hangers"", ""Refrigerator"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Smoking allowed"", ""Wine glasses"", ""Room-darkening shades"", ""Hot water kettle"", ""Host greets you"", ""Private patio or balcony"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Dishes and silverware"", ""Dining table"", ""City skyline view"", ""Pets allowed"", ""Essentials"", ""Microwave"", ""Portable fans"", ""Hair dryer"", ""Otro gas stove"", ""Free washer \u2013 In unit"", ""Clothing storage: closet"", ""Hot water"", ""Portable heater"", ""Cooking basics"", ""Wifi"", ""Coffee maker: drip coffee maker""]",$65.00,1,365,31.0,32.0,999.0,999.0,31.5,999.0,t,0,22,52,153,153,9,4,0,4,0.24,4.11,4.11,4.11,4.44,4.44
9400,639598921534231203,20250612050654,322663600,41.40347329999999,2.1271112,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,Entire condo,Entire home/apt,2019-12-30,"Sant Just Desvern, Spain",,,,f,1.0,1.0,t,t,3,1.0,1 bath,1.0,2.0,"[""Free parking on premises"", ""Wifi"", ""Washer"", ""Pool"", ""TV"", ""Kitchen"", ""Air conditioning""]",$120.00,31,31,31.0,31.0,31.0,31.0,31.0,31.0,t,0,21,31,235,62,1,0,0,0,0.03,5.0,5.0,5.0,5.0,5.0
9600,653713097515118166,20250612050654,13306458,41.38251871063742,2.167071411126565,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,2014-03-19,"Barcelona, Spain",,,100%,f,1.0,1.0,t,t,3,,1 bath,2.0,,"[""Bed linens"", ""HDTV"", ""TEKA stainless steel oven"", ""Hot water"", ""Room-darkening shades"", ""Cooking basics"", ""Coffee maker: pour-over coffee"", ""Wifi"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Stove"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""Portable fans"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""BEKO refrigerator"", ""Cleaning products"", ""Radiant heating"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Essentials"", ""Dishwasher""]",,32,150,32.0,32.0,150.0,150.0,32.0,150.0,t,0,0,0,0,0,1,0,0,0,0.05,5.0,5.0,5.0,5.0,5.0
9800,676038945193231933,20250612050654,158023606,41.41254,2.17768,el Camp de l'Arpa del Clot,Sant Martí,Entire rental unit,Entire home/apt,2017-11-09,"Barcelona, Spain",within an hour,99%,98%,f,152.0,171.0,t,t,4,1.0,1 bath,2.0,2.0,"[""Oven"", ""High chair"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Hair dryer"", ""Kitchen"", ""Toaster"", ""Dining table"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Air conditioning"", ""Iron"", ""Coffee maker"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Dishwasher""]",$365.00,1,333,1.0,5.0,333.0,333.0,4.3,333.0,t,6,34,64,335,168,87,45,2,37,2.59,4.83,4.89,4.84,4.84,4.76
10000,699763981243531228,20250612050654,212431311,41.38021,2.15007,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2018-08-29,,within an hour,100%,100%,f,33.0,39.0,t,t,5,1.5,1.5 baths,2.0,3.0,"[""Bed linens"", ""Oven"", ""Private entrance"", ""Hot water"", ""Room-darkening shades"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Backyard"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Stove"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Portable fans"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Iron"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV""]",$244.00,4,31,2.0,4.0,31.0,31.0,3.8,31.0,t,16,39,69,344,173,68,29,5,28,2.0,4.22,4.32,4.21,4.76,4.66
10200,726494998633859958,20250612050654,370718107,41.3999286,2.1584642,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,2020-10-05,"Barcelona, Spain",within an hour,100%,100%,f,63.0,70.0,t,t,6,1.0,1 bath,2.0,4.0,"[""Bed linens"", ""Oven"", ""Dishwasher"", ""Hot water"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Toaster"", ""Wine glasses"", ""Dryer"", ""Hot water kettle"", ""Host greets you"", ""Iron"", ""Smoke alarm"", ""Pets allowed"", ""Ethernet connection"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Shower gel"", ""Drying rack for clothing"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",$316.00,1,365,3.0,5.0,999.0,999.0,4.5,999.0,t,19,45,74,154,149,57,14,1,16,1.73,4.84,4.81,4.91,4.93,4.88
10400,760572282261587218,20250612050654,10704,41.412356873628575,2.173973913348646,el Guinardó,Horta-Guinardó,Entire serviced apartment,Entire home/apt,2009-03-19,"Barcelona, Spain",within an hour,85%,96%,f,44.0,72.0,t,t,6,1.0,1 bath,4.0,5.0,"[""Cooking basics"", ""Wifi"", ""Shampoo"", ""Crib"", ""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Heating"", ""Kitchen"", ""Essentials"", ""Air conditioning""]",$200.00,1,365,1.0,3.0,365.0,365.0,2.3,365.0,t,11,25,52,296,145,28,25,1,2,0.89,4.43,4.36,4.79,4.61,4.71
10600,787026850978218427,20250612050654,71063144,41.42334,2.17714,el Guinardó,Horta-Guinardó,Private room in rental unit,Private room,2016-05-09,"Barcelona, Spain",within an hour,90%,100%,t,1.0,1.0,t,t,2,,1 private bath,1.0,,"[""Shower gel"", ""Portable heater"", ""Pets allowed"", ""Bed linens"", ""Conditioner"", ""Elevator"", ""Essentials"", ""Hangers"", ""Body soap"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Shampoo"", ""Extra pillows and blankets"", ""42 inch HDTV"", ""AC - split type ductless system"", ""Hair dryer"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Clothing storage""]",,2,6,2.0,3.0,6.0,6.0,2.1,6.0,t,1,1,1,1,1,76,21,3,35,2.77,4.97,4.96,4.96,5.0,4.78
10800,815812983518145610,20250612050654,265193861,41.38794785878084,2.1761155908990584,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,2019-05-30,"Barcelona, Spain",within an hour,93%,98%,f,166.0,175.0,t,t,2,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""Oven"", ""Dishwasher"", ""Hot water"", ""Paid parking on premises"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Iron"", ""Smoke alarm"", ""Shared outdoor pool - available seasonally, open specific hours"", ""Coffee maker"", ""Patio or balcony"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Carbon monoxide alarm"", ""Freezer"", ""Air conditioning""]",$117.00,32,270,32.0,32.0,270.0,270.0,32.0,270.0,t,2,27,57,219,160,6,3,0,4,0.25,5.0,5.0,5.0,4.83,4.67
11000,836660142488581311,20250612050654,9400556,41.408398,2.203398,Provençals del Poblenou,Sant Martí,Entire rental unit,Entire home/apt,2013-10-13,"Barcelona, Spain",within an hour,96%,98%,f,122.0,163.0,t,t,4,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""Oven"", ""Conditioner"", ""Coffee"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Central air conditioning"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Exterior security cameras on property"", ""Toaster"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""City skyline view"", ""Hot water kettle"", ""Crib"", ""25 inch HDTV with standard cable"", ""Host greets you"", ""Iron"", ""Free washer \u2013 In unit"", ""Coffee maker"", ""Shower gel"", ""Drying rack for clothing"", ""Otro stainless steel electric stove"", ""Dishes and silverware"", ""Refrigerator"", ""Heating"", ""Freezer"", ""Essentials"", ""Dishwasher""]",$52.00,1,1125,1.0,3.0,2.0,1125.0,1.9,182.3,t,8,20,31,264,92,96,51,4,42,3.95,4.75,4.86,4.78,4.84,4.76
11200,851911097971135596,20250612050654,1414702,41.399792262,2.173395976,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2011-11-16,"Barcelona, Spain",within an hour,81%,94%,f,29.0,112.0,t,t,4,1.0,1 bath,2.0,2.0,"[""Bed linens"", ""Oven"", ""Hot water"", ""High chair"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""First aid kit"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Elevator"", ""Crib"", ""Iron"", ""Smoke alarm"", ""Private patio or balcony"", ""Ethernet connection"", ""Coffee maker"", ""Shower gel"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""Carbon monoxide alarm"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",$258.00,1,365,1.0,5.0,999.0,999.0,4.3,999.0,t,8,25,47,315,149,35,16,0,25,1.32,4.2,4.29,4.43,4.06,4.77
11400,867916540558173656,20250612050654,285584271,41.39472,2.16993,la Dreta de l'Eixample,Eixample,Private room in guesthouse,Private room,2019-08-14,"Barcelona, Spain",within an hour,98%,100%,t,6.0,8.0,t,t,2,,1 shared bath,1.0,,"[""Bed linens"", ""Shared patio or balcony"", ""Oven"", ""Coffee"", ""Sun loungers"", ""Self check-in"", ""Hot water"", ""Paid parking garage off premises"", ""Room-darkening shades"", ""Smart lock"", ""Body soap"", ""Crib - available upon request"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Hangers"", ""Clothing storage: wardrobe and dresser"", ""Hair dryer"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Exterior security cameras on property"", ""Toaster"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Iron"", ""Smoke alarm"", ""Outdoor furniture"", ""Cleaning products"", ""Shower gel"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,4,10,26,111,111,70,39,2,32,2.8,4.79,4.81,4.87,4.97,4.93
11600,889750485634717545,20250612050654,221480824,41.39107,2.16816,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,2018-10-19,"Barcelona, Spain",within an hour,100%,100%,f,273.0,317.0,t,t,1,,0 shared baths,1.0,,"[""Bed linens"", ""Oven"", ""Self check-in"", ""Dishwasher"", ""Hot water"", ""Room-darkening shades"", ""Smart lock"", ""Books and reading material"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""Dryer"", ""Hot water kettle"", ""Dedicated workspace"", ""Iron"", ""Cleaning products"", ""Coffee maker"", ""Shower gel"", ""Single level home"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Trash compactor"", ""Essentials"", ""Air conditioning""]",,60,1125,32.0,90.0,1125.0,1125.0,51.7,1125.0,t,9,39,69,344,171,2,1,0,1,0.1,3.5,4.0,4.5,4.0,5.0
11800,902616134023182966,20250612050654,10808083,41.39074908254854,2.19061858269041,la Vila Olímpica del Poblenou,Sant Martí,Entire rental unit,Entire home/apt,2013-12-25,Spain,within a day,100%,,f,1.0,1.0,t,t,6,2.0,2 baths,3.0,8.0,"[""Bed linens"", ""AC - split type ductless system"", ""Central heating"", ""Coffee"", ""Sun loungers"", ""Babysitter recommendations"", ""Private entrance"", ""Hot water"", ""Room-darkening shades"", ""Private backyard \u2013 Fully fenced"", ""Paid street parking off premises"", ""55 inch HDTV"", ""Central air conditioning"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Sound system"", ""Children\u2019s dinnerware"", ""Shared outdoor pool - available all year, open 24 hours, saltwater"", ""Courtyard view"", ""Outdoor playground"", ""Microwave"", ""Pool view"", ""Children\u2019s bikes"", ""Hangers"", ""Hair dryer"", ""Waterfront"", ""Long term stays allowed"", ""Kitchen"", ""Free resort access"", ""Stove"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Outdoor dining area"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Free parking garage on premises \u2013 1 space"", ""Children\u2019s books and toys"", ""Cleaning products"", ""Shared beach access"", ""Bosch oven"", ""Heating - split type ductless system"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""Park view"", ""Freezer"", ""Fast wifi \u2013 237 Mbps"", ""Dishwasher""]",$243.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,t,30,60,90,194,194,1,0,0,0,0.05,4.0,5.0,3.0,5.0,5.0
12000,919315356320401315,20250612050654,36607755,41.387871424223775,2.172734139885533,el Barri Gòtic,Ciutat Vella,Private room in rental unit,Private room,2015-06-24,"Barcelona, Spain",within a day,50%,67%,,142.0,143.0,t,t,2,,2 baths,1.0,,"[""Long term stays allowed"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Cooking basics"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Washer"", ""Kitchen""]",,32,365,32.0,32.0,365.0,365.0,32.0,365.0,t,29,59,89,90,90,0,0,0,0,,,,,,
12200,936143488605005872,20250612050654,412923631,41.38267271900937,2.179271817894301,el Barri Gòtic,Ciutat Vella,Entire condo,Entire home/apt,2021-07-14,"Barcelona, Spain",within an hour,81%,98%,f,7.0,10.0,t,t,4,,1 bath,1.0,,"[""Dishes and silverware"", ""Trash compactor"", ""Wine glasses"", ""Heating"", ""Dining table"", ""Hot water kettle"", ""Wifi"", ""Dedicated workspace"", ""Refrigerator"", ""Kitchen"", ""Hot water"", ""Stove"", ""Iron"", ""Microwave"", ""Coffee maker"", ""Oven""]",,32,365,1.0,32.0,365.0,365.0,27.1,365.0,t,16,40,46,46,46,26,26,5,13,2.55,4.23,4.27,4.42,4.27,4.54
12400,947565841810448357,20250612050654,389605038,41.3771417,2.1749219,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,2021-02-22,,within an hour,99%,100%,f,248.0,399.0,t,t,8,3.0,3 baths,4.0,6.0,"[""Bed linens"", ""Dishwasher"", ""Hot water"", ""Paid street parking off premises"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Garden view"", ""Fire extinguisher"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Waterfront"", ""Kitchen"", ""Bathtub"", ""Luggage dropoff allowed"", ""City skyline view"", ""Hot water kettle"", ""Iron"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Private patio or balcony"", ""Cleaning products"", ""Coffee maker"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",$345.00,1,365,1.0,31.0,999.0,999.0,16.7,999.0,t,8,17,43,146,146,38,20,3,22,1.7,4.32,4.47,4.26,4.61,4.87
12600,968774841080081525,20250612050654,374138888,41.3831224,2.1634497,Sant Antoni,Eixample,Entire rental unit,Entire home/apt,2020-11-02,"Bilbao, Spain",within an hour,94%,99%,f,66.0,71.0,t,t,3,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Self check-in"", ""Dishwasher"", ""Hot water"", ""Smart lock"", ""Body soap"", ""Crib - available upon request"", ""Coffee maker: Nespresso"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Safe"", ""Smoke alarm"", ""Pets allowed"", ""Shower gel"", ""Dishes and silverware"", ""Blender"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",$260.00,1,365,1.0,2.0,28.0,28.0,1.0,28.0,t,12,20,39,214,138,30,21,1,20,1.57,4.67,4.83,4.77,4.7,4.77
12800,995689796806396862,20250612050654,95115636,41.3816256249885,2.165952094137803,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,2016-09-14,"Munich, Germany",within a day,100%,50%,f,1.0,2.0,t,t,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Ceiling fan"", ""Conditioner"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Pets allowed"", ""Cleaning products"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""TV"", ""Essentials"", ""Air conditioning""]",$75.00,31,180,31.0,31.0,180.0,180.0,31.0,180.0,t,0,21,40,117,40,2,1,0,1,0.13,5.0,5.0,5.0,5.0,5.0
13000,1014407330077268220,20250612050654,542371304,41.41366802011123,2.219543804316579,el Besòs i el Maresme,Sant Martí,Room in hotel,Private room,2023-10-18,,within an hour,100%,33%,f,9.0,13.0,t,t,3,,1 private bath,1.0,,"[""Ocean view"", ""Paid parking on premises"", ""Building staff"", ""Wifi"", ""Washer"", ""City skyline view"", ""Fire extinguisher"", ""Self check-in"", ""Pool"", ""TV"", ""Smoke alarm"", ""Exercise equipment"", ""Kitchen"", ""Outdoor dining area"", ""Air conditioning"", ""Exterior security cameras on property""]",,1,365,1.0,2.0,28.0,731.0,1.1,29.9,t,30,60,90,243,189,1,1,0,0,0.68,5.0,5.0,5.0,5.0,5.0
13200,1030403433879426917,20250612050654,489650915,41.39165759498973,2.1492943279145034,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2022-11-29,,,,33%,f,1.0,5.0,t,t,4,1.0,1 bath,2.0,3.0,"[""Cooking basics"", ""Wifi"", ""Heating - split type ductless system"", ""Washer"", ""AC - split type ductless system"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dishes and silverware"", ""TV"", ""Hot water"", ""Kitchen"", ""Essentials""]",$250.00,31,180,31.0,31.0,180.0,180.0,31.0,180.0,t,30,60,90,365,193,2,1,0,1,0.13,4.5,4.5,4.0,4.5,5.0
13400,1049987811643921017,20250612050654,346367515,41.38357,2.18334,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,2020-05-15,"Barcelona, Spain",within a few hours,100%,99%,f,903.0,915.0,t,t,3,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""Oven"", ""Dishwasher"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Iron"", ""Smoke alarm"", ""Pets allowed"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Refrigerator"", ""Blender"", ""TV"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning""]",$125.00,31,330,31.0,31.0,330.0,330.0,31.0,330.0,t,0,2,32,272,135,1,1,0,1,0.08,5.0,5.0,5.0,4.0,5.0
13600,1067833426553578767,20250612050654,39789054,41.41933,2.15045,el Coll,Gràcia,Private room in rental unit,Private room,2015-07-28,,within an hour,100%,97%,f,250.0,279.0,t,t,2,,1 shared bath,1.0,,"[""Bed linens"", ""Cooking basics"", ""Building staff"", ""Wifi"", ""Washer"", ""Kitchen"", ""Self check-in"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Hot water"", ""TV"", ""Essentials"", ""Heating""]",,7,365,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,12,29,59,334,162,2,2,0,0,0.72,5.0,5.0,5.0,5.0,5.0
