Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
13800,1080580938598479540,20250612050654,548566937,41.378559728255766,2.1666251931412863,el Raval,Ciutat Vella,Private room in rental unit,Private room,2023-11-28,,within an hour,91%,100%,f,6.0,10.0,t,t,2,1.0,1 shared bath,1.0,2.0,"[""Bed linens"", ""Hot water"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Iron"", ""Cleaning products"", ""Shower gel"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Heating"", ""Essentials"", ""Air conditioning""]",$87.00,32,365,2.0,32.0,365.0,365.0,26.4,365.0,t,3,3,14,194,118,90,69,2,61,5.39,4.73,4.76,4.72,4.81,4.44
14000,1097775408568743552,20250612050654,390770038,41.40249,2.16899,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire rental unit,Entire home/apt,2021-03-02,"Barcelona, Spain",within a day,83%,44%,f,45.0,69.0,t,t,6,2.0,2 baths,3.0,3.0,"[""Dishwasher"", ""Refrigerator"", ""Stove"", ""Elevator"", ""Exterior security cameras on property"", ""Coffee"", ""Long term stays allowed"", ""Coffee maker"", ""Wine glasses"", ""Heating"", ""Hot water kettle"", ""Private entrance"", ""Clothing storage"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Oven"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""TV"", ""Cleaning available during stay"", ""Essentials"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Wifi""]",$168.00,31,330,31.0,31.0,330.0,330.0,31.0,330.0,t,0,4,34,214,136,0,0,0,0,,,,,,
14200,1111696376634367984,20250612050654,562920793,41.37389606544053,2.1569002202907304,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,2024-02-19,,within an hour,99%,99%,t,34.0,39.0,t,t,2,1.0,1 bath,1.0,1.0,"[""Dedicated workspace"", ""Refrigerator"", ""Stove"", ""Elevator"", ""Coffee maker"", ""Heating"", ""Host greets you"", ""Kitchen"", ""Air conditioning"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Microwave"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Wifi""]","$1,000.00",1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,29,59,89,269,190,1,1,0,0,0.29,5.0,5.0,5.0,5.0,5.0
14400,1125499106752523041,20250612050654,1744516,41.40206528742704,2.16312027219564,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,2012-02-13,"Barcelona, Spain",within an hour,99%,97%,f,41.0,57.0,t,t,5,1.0,1 bath,2.0,3.0,"[""Bed linens"", ""Coffee maker"", ""Wifi"", ""Washer"", ""Kitchen"", ""Iron"", ""Hair dryer"", ""Hot water"", ""TV"", ""Heating"", ""Air conditioning""]",$244.00,6,365,1.0,4.0,365.0,365.0,2.1,365.0,t,0,2,13,44,44,14,13,0,8,1.03,4.21,4.29,4.14,4.79,4.79
14600,1141803078115221007,20250612050654,573974266,41.387885,2.167716,la Dreta de l'Eixample,Eixample,Room in hotel,Private room,2024-04-24,,,,,f,1.0,1.0,t,t,2,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Conditioner"", ""Self check-in"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff"", ""Luggage dropoff allowed"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Safe"", ""Pool"", ""Iron"", ""Smoke alarm"", ""Coffee maker"", ""Shower gel"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",,1,365,1.0,1.0,28.0,731.0,1.0,567.3,t,14,41,62,85,85,0,0,0,0,,,,,,
14800,1150481251048203259,20250612050654,250042982,41.3862724304,2.1811330318,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,2019-03-20,"Barcelona, Spain",within a few hours,98%,55%,f,59.0,64.0,t,t,2,1.0,1 bath,0.0,1.0,"[""Portable air conditioning"", ""Self check-in"", ""Hot water"", ""Smart lock"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Dining table"", ""Wine glasses"", ""Iron"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Coffee maker"", ""Other stainless steel induction stove"", ""Dishes and silverware"", ""TV"", ""Heating"", ""Essentials""]",$61.00,1,365,31.0,31.0,365.0,365.0,31.0,365.0,t,0,22,52,327,154,0,0,0,0,,,,,,
15000,1162738603923086567,20250612050654,160446503,41.40361,2.17839,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,2017-11-28,,within an hour,100%,100%,f,2.0,2.0,f,t,4,1.0,1 bath,2.0,1.0,"[""Dishwasher"", ""Hangers"", ""Dedicated workspace"", ""Refrigerator"", ""Stove"", ""Elevator"", ""Long term stays allowed"", ""Coffee maker"", ""Body soap"", ""Ethernet connection"", ""Beach access \u2013 Beachfront"", ""Extra pillows and blankets"", ""Dryer"", ""Heating"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Private entrance"", ""Clothing storage"", ""Kitchen"", ""Air conditioning"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Cleaning products"", ""Oven"", ""Toaster"", ""Crib"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""Dining table"", ""Washer"", ""TV"", ""High chair"", ""Essentials"", ""Laundromat nearby"", ""Microwave"", ""Hair dryer"", ""Waterfront"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Wifi""]",$202.00,3,365,3.0,5.0,365.0,365.0,3.2,365.0,t,4,6,34,44,44,35,35,1,18,2.92,4.69,4.63,4.57,4.91,4.86
15200,1177310493121857102,20250612050654,1447144,41.39714,2.17194,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2011-11-27,"Barcelona, Spain",within an hour,87%,28%,f,356.0,565.0,t,t,4,2.0,2 baths,2.0,3.0,"[""Bed linens"", ""Oven"", ""Dishwasher"", ""Hot water"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Safe"", ""Iron"", ""Cleaning products"", ""Coffee maker"", ""Drying rack for clothing"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",$376.00,1,330,1.0,1.0,330.0,330.0,1.0,330.0,t,30,60,90,270,192,2,2,0,2,0.16,4.5,4.5,5.0,5.0,5.0
15400,1191256646711304316,20250612050654,518888520,41.3943052,2.1658638,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,2023-06-08,,within a day,79%,68%,f,162.0,295.0,t,t,1,2.0,2 baths,1.0,1.0,"[""Wifi"", ""Washer"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Hot water"", ""Kitchen"", ""Air conditioning""]",$46.00,32,360,32.0,32.0,360.0,360.0,32.0,360.0,t,0,4,34,215,138,0,0,0,0,,,,,,
15600,1199146287880967627,20250612050654,537848787,41.3925503,2.1732541,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2023-09-19,,within a day,50%,100%,f,5.0,6.0,t,t,5,,1 bath,3.0,,"[""Washer"", ""TV"", ""Noise decibel monitors on property"", ""Dedicated workspace"", ""Kitchen"", ""Air conditioning"", ""Wifi""]",,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,5,19,39,301,127,0,0,0,0,,,,,,
15800,1215153927569828269,20250612050654,569400277,41.3878220068355,2.1757726272689943,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room in rental unit,Private room,2024-03-28,,a few days or more,8%,9%,f,2.0,7.0,f,t,2,1.0,1 shared bath,1.0,1.0,"[""Refrigerator"", ""Stove"", ""Extra pillows and blankets"", ""Private entrance"", ""Clothing storage"", ""Kitchen"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Cleaning products"", ""Oven"", ""Dishes and silverware"", ""Dining table"", ""Washer"", ""Lock on bedroom door"", ""Hair dryer"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Wifi""]",$71.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,13,29,48,322,149,1,1,0,0,0.58,1.0,1.0,1.0,1.0,1.0
16000,1236407294748105225,20250612050654,596745075,41.39483,2.17363,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2024-08-17,"Barcelona, Spain",within an hour,100%,99%,t,1.0,1.0,f,t,7,2.0,2 baths,4.0,6.0,"[""Bed linens"", ""Oven"", ""Conditioner"", ""AC - split type ductless system"", ""Coffee"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Crib - available upon request"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Cleaning available during stay"", ""Kitchen"", ""Baking sheet"", ""Stove"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Safe"", ""Iron"", ""Smoke alarm"", ""Outdoor furniture"", ""HDTV with standard cable"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Coffee maker"", ""Heating - split type ductless system"", ""Radiant heating"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Blender"", ""Carbon monoxide alarm"", ""Freezer"", ""Essentials"", ""Dishwasher"", ""High chair - available upon request""]",$354.00,3,360,2.0,3.0,1125.0,1125.0,3.0,1125.0,t,8,13,27,259,105,27,27,4,5,3.1,5.0,5.0,5.0,5.0,4.96
16200,1259463575049587349,20250612050654,21726991,41.38448147014888,2.1539732386195554,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2014-09-24,"Barcelona, Spain",within a few hours,81%,6%,f,183.0,562.0,t,t,2,1.0,1 bath,1.0,1.0,"[""Dedicated workspace"", ""Elevator"", ""Long term stays allowed"", ""Coffee maker"", ""Drying rack for clothing"", ""Heating"", ""Room-darkening shades"", ""Private entrance"", ""Clothing storage"", ""Kitchen"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Essentials"", ""Laundromat nearby"", ""Microwave"", ""Patio or balcony"", ""Hair dryer"", ""Smoke alarm"", ""Hot water"", ""Cooking basics"", ""Wifi""]",$120.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,t,30,60,90,365,192,0,0,0,0,,,,,,
16400,1272362029056378839,20250612050654,504121118,41.3798721,2.1545524,la Nova Esquerra de l'Eixample,Eixample,Private room in rental unit,Private room,2023-03-06,"Barcelona, Spain",a few days or more,18%,9%,f,175.0,199.0,t,t,1,2.0,2 shared baths,1.0,1.0,"[""Oven"", ""Conditioner"", ""Central heating"", ""Hot water"", ""Paid street parking off premises"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Clothing storage"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""Elevator"", ""Dedicated workspace"", ""Dishes and silverware"", ""Refrigerator"", ""Freezer""]",$26.00,32,365,32.0,32.0,365.0,365.0,32.0,365.0,t,0,0,0,188,17,0,0,0,0,,,,,,
16600,1289805415419102096,20250612050654,221480824,41.4027,2.14055,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Private room in rental unit,Private room,2018-10-19,"Barcelona, Spain",within an hour,100%,100%,f,273.0,317.0,t,t,2,,1 shared bath,,,"[""Dishwasher"", ""Hangers"", ""Dedicated workspace"", ""Refrigerator"", ""Stove"", ""Elevator"", ""Long term stays allowed"", ""Coffee maker"", ""Drying rack for clothing"", ""Wine glasses"", ""Dryer"", ""Heating"", ""Room-darkening shades"", ""Hot water kettle"", ""Private entrance"", ""Clothing storage"", ""Kitchen"", ""Rice maker"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Oven"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""Washer"", ""TV"", ""Essentials"", ""Microwave"", ""Hot water"", ""Single level home"", ""Cooking basics"", ""Freezer"", ""Wifi""]",,60,1125,60.0,90.0,1125.0,1125.0,60.7,1125.0,t,0,0,0,0,0,0,0,0,0,,,,,,
16800,1304378314481193988,20250612050654,396363,41.417210766341306,2.1921316512062603,la Sagrera,Sant Andreu,Entire rental unit,Entire home/apt,2011-02-17,"Barcelona, Spain",within an hour,100%,93%,f,113.0,127.0,t,t,2,1.0,1 bath,1.0,,"[""Oven"", ""Self check-in"", ""Smart lock"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Noise decibel monitors on property"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Bathtub"", ""Elevator"", ""Crib"", ""Iron"", ""Pets allowed"", ""Coffee maker"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Dishwasher""]",$91.00,33,1125,33.0,33.0,1125.0,1125.0,33.0,1125.0,t,22,52,82,123,123,0,0,0,0,,,,,,
17000,1329029723967728134,20250612050654,1447144,41.38463,2.17901,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,2011-11-27,"Barcelona, Spain",within an hour,87%,28%,f,356.0,565.0,t,t,4,1.0,1 bath,3.0,3.0,"[""Bed linens"", ""Oven"", ""Dishwasher"", ""Hot water"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Bathtub"", ""Luggage dropoff allowed"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Extra pillows and blankets"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Safe"", ""Iron"", ""Cleaning products"", ""Coffee maker"", ""Drying rack for clothing"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",$366.00,1,330,1.0,1.0,330.0,330.0,1.0,330.0,t,30,60,90,365,193,0,0,0,0,,,,,,
17200,1336044240057953653,20250612050654,1391607,41.40843,2.18197,el Camp de l'Arpa del Clot,Sant Martí,Entire rental unit,Entire home/apt,2011-11-10,"Barcelona, Spain",within an hour,94%,100%,f,70.0,111.0,t,t,3,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Washer"", ""Host greets you"", ""TV"", ""Kitchen"", ""Air conditioning""]",$159.00,2,32,2.0,3.0,32.0,32.0,2.6,32.0,t,13,43,68,340,170,1,1,0,0,0.23,5.0,5.0,5.0,5.0,5.0
17400,1346203859052768434,20250612050654,459692907,41.39987,2.20759,el Poblenou,Sant Martí,Entire rental unit,Entire home/apt,2022-05-18,"Barcelona, Spain",a few days or more,40%,27%,f,19.0,19.0,t,t,4,2.0,2 baths,2.0,3.0,"[""Teka refrigerator"", ""Dishwasher"", ""Hangers"", ""Dedicated workspace"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Elevator"", ""Luggage dropoff allowed"", ""Coffee"", ""Coffee maker: espresso machine, Nespresso"", ""Housekeeping - available at extra cost"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Room-darkening shades"", ""Hot water kettle"", ""Outdoor furniture"", ""Fire extinguisher"", ""Private patio or balcony"", ""Kitchen"", ""Paid parking on premises"", ""Air conditioning"", ""Iron"", ""Teka oven"", ""Bed linens"", ""Cleaning products"", ""Toaster"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Pool"", ""Central heating"", ""Sun loungers"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Safe"", ""Other induction stove"", ""Hair dryer"", ""Outdoor shower"", ""Waterfront"", ""Clothing storage: closet"", ""Single level home"", ""Cooking basics"", ""Freezer"", ""Wifi""]",$161.00,32,273,32.0,32.0,271.0,273.0,32.0,271.6,t,0,0,0,70,39,0,0,0,0,,,,,,
17600,1366081985627751265,20250612050654,55670542,41.37649540038186,2.166826551716107,el Raval,Ciutat Vella,Private room in rental unit,Private room,2016-01-22,"Barcelona, Spain",within an hour,100%,100%,f,5.0,5.0,t,t,1,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Wifi"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""First aid kit"", ""Clothing storage"", ""Long term stays allowed"", ""Kitchen"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Host greets you"", ""Smoke alarm"", ""Ethernet connection"", ""Shower gel"", ""Drying rack for clothing"", ""Pocket wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Air conditioning""]",$70.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,27,55,85,360,188,10,10,4,0,4.23,4.4,4.4,4.8,4.7,4.1
17800,1373797323498377397,20250612050654,221480824,41.40202064798409,2.1696577730087587,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,2018-10-19,"Barcelona, Spain",within an hour,100%,100%,f,273.0,317.0,t,t,1,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Oven"", ""Dishwasher"", ""Private entrance"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Long term stays allowed"", ""Kitchen"", ""Baking sheet"", ""Stove"", ""Toaster"", ""Dining table"", ""Dryer"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Iron"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Single level home"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",$41.00,60,1125,60.0,90.0,1125.0,1125.0,60.7,1125.0,t,0,0,20,295,122,0,0,0,0,,,,,,
18000,1384093592412591162,20250612050654,571289218,41.38051,2.16322,Sant Antoni,Eixample,Entire rental unit,Entire home/apt,2024-04-08,,within an hour,82%,79%,f,8.0,9.0,f,t,3,1.0,1 bath,1.0,1.0,"[""Paid parking on premises"", ""Wifi"", ""Heating - split type ductless system"", ""Washer"", ""TV"", ""Hot water"", ""Kitchen"", ""Air conditioning""]",$35.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,t,14,14,24,222,50,0,0,0,0,,,,,,
18200,1392034344774768888,20250612050654,1447144,41.3803,2.14867,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2011-11-27,"Barcelona, Spain",within an hour,87%,28%,f,356.0,565.0,t,t,15,4.0,4 baths,8.0,11.0,"[""Bed linens"", ""Oven"", ""Hot water"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Luggage dropoff allowed"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Safe"", ""Iron"", ""Outdoor furniture"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]","$1,611.00",1,330,1.0,1.0,330.0,330.0,1.0,330.0,t,30,60,90,365,194,0,0,0,0,,,,,,
18400,1407987673919415813,20250612050654,15775899,41.3910322,2.1754543,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,2014-05-20,"Barcelona, Spain",within an hour,100%,99%,t,10.0,18.0,t,t,4,1.0,1 bath,2.0,3.0,"[""Dishwasher"", ""Hangers"", ""Refrigerator"", ""Stove"", ""Outdoor dining area"", ""Elevator"", ""Coffee"", ""Coffee maker"", ""Drying rack for clothing"", ""Body soap"", ""Wine glasses"", ""Dryer"", ""Heating"", ""Room-darkening shades"", ""Hot water kettle"", ""Host greets you"", ""Outdoor furniture"", ""Clothing storage"", ""Kitchen"", ""Air conditioning"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Cleaning products"", ""Shampoo"", ""Oven"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""Washer"", ""TV"", ""Essentials"", ""Microwave"", ""Hair dryer"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Wifi""]",$234.00,1,365,2.0,7.0,365.0,365.0,4.2,365.0,t,2,9,24,291,118,2,2,2,0,2.0,5.0,5.0,5.0,5.0,5.0
18600,1421600544718703815,20250612050654,212552215,41.377272181729445,2.1676405617006016,el Raval,Ciutat Vella,Private room in rental unit,Private room,2018-08-30,"Barcelona, Spain",within an hour,100%,50%,f,1.0,1.0,t,t,1,1.0,1 private bath,1.0,1.0,"[""Paid parking on premises"", ""Fire pit"", ""Wifi"", ""Washer"", ""Pets allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Hangers"", ""Host greets you"", ""Clothing storage"", ""Iron"", ""TV"", ""Outdoor dining area"", ""Kitchen"", ""BBQ grill"", ""Air conditioning"", ""Exterior security cameras on property""]",$81.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,28,58,88,363,192,1,1,1,0,1.0,5.0,5.0,5.0,5.0,5.0
18800,1434846226016277801,20250612050654,396940257,41.41993085414859,2.2127144783735275,el Besòs i el Maresme,Sant Martí,Entire rental unit,Entire home/apt,2021-04-14,"Barcelona, Spain",within an hour,100%,100%,f,14.0,15.0,t,t,4,1.0,1 bath,2.0,3.0,"[""Bed linens"", ""Ceiling fan"", ""Hot water"", ""Blanca refrigerator"", ""Room-darkening shades"", ""Paid street parking off premises"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Mercadona body soap"", ""Mercadona  shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Portable heater"", ""Dining table"", ""Portable fans"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Host greets you"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""TV"", ""Essentials"", ""Air conditioning""]",$179.00,2,365,1.0,2.0,365.0,365.0,2.0,365.0,t,4,6,6,6,6,0,0,0,0,,,,,,
